"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"5 years"	"5"	"2006"	"2006"	"Male"	"M"	1	2067621	Unreliable
"Total"	"5 years"	"5"	"2006"	"2006"			3	4050582	Unreliable
	"5 years"	"5"	"2007"	"2007"	"Female"	"F"	0	1955007	Unreliable
	"5 years"	"5"	"2007"	"2007"	"Male"	"M"	0	2038482	Unreliable
"Total"	"5 years"	"5"	"2007"	"2007"			0	3993489	Unreliable
	"5 years"	"5"	"2008"	"2008"	"Female"	"F"	2	1968133	Unreliable
	"5 years"	"5"	"2008"	"2008"	"Male"	"M"	1	2056164	Unreliable
"Total"	"5 years"	"5"	"2008"	"2008"			3	4024297	Unreliable
	"5 years"	"5"	"2009"	"2009"	"Female"	"F"	0	1991556	Unreliable
	"5 years"	"5"	"2009"	"2009"	"Male"	"M"	1	2078709	Unreliable
"Total"	"5 years"	"5"	"2009"	"2009"			1	4070265	Unreliable
	"5 years"	"5"	"2010"	"2010"	"Female"	"F"	0	1984764	Unreliable
	"5 years"	"5"	"2010"	"2010"	"Male"	"M"	1	2072094	Unreliable
"Total"	"5 years"	"5"	"2010"	"2010"			1	4056858	Unreliable
	"5 years"	"5"	"2011"	"2011"	"Female"	"F"	0	1998262	Unreliable
	"5 years"	"5"	"2011"	"2011"	"Male"	"M"	1	2089887	Unreliable
"Total"	"5 years"	"5"	"2011"	"2011"			1	4088149	Unreliable
	"5 years"	"5"	"2012"	"2012"	"Female"	"F"	1	2020709	Unreliable
	"5 years"	"5"	"2012"	"2012"	"Male"	"M"	1	2112038	Unreliable
"Total"	"5 years"	"5"	"2012"	"2012"			2	4132747	Unreliable
	"5 years"	"5"	"2013"	"2013"	"Female"	"F"	3	2017560	Unreliable
	"5 years"	"5"	"2013"	"2013"	"Male"	"M"	0	2104237	Unreliable
"Total"	"5 years"	"5"	"2013"	"2013"			3	4121797	Unreliable
	"5 years"	"5"	"2014"	"2014"	"Female"	"F"	0	1961391	Unreliable
	"5 years"	"5"	"2014"	"2014"	"Male"	"M"	1	2043467	Unreliable
"Total"	"5 years"	"5"	"2014"	"2014"			1	4004858	Unreliable
	"5 years"	"5"	"2015"	"2015"	"Female"	"F"	1	1967310	Unreliable
	"5 years"	"5"	"2015"	"2015"	"Male"	"M"	1	2050848	Unreliable
"Total"	"5 years"	"5"	"2015"	"2015"			2	4018158	Unreliable
	"5 years"	"5"	"2016"	"2016"	"Female"	"F"	0	1970381	Unreliable
	"5 years"	"5"	"2016"	"2016"	"Male"	"M"	1	2062134	Unreliable
"Total"	"5 years"	"5"	"2016"	"2016"			1	4032515	Unreliable
	"5 years"	"5"	"2017"	"2017"	"Female"	"F"	0	1956268	Unreliable
	"5 years"	"5"	"2017"	"2017"	"Male"	"M"	1	2045050	Unreliable
"Total"	"5 years"	"5"	"2017"	"2017"			1	4001318	Unreliable
	"5 years"	"5"	"2018"	"2018"	"Female"	"F"	1	1960607	Unreliable
	"5 years"	"5"	"2018"	"2018"	"Male"	"M"	0	2049511	Unreliable
"Total"	"5 years"	"5"	"2018"	"2018"			1	4010118	Unreliable
	"5 years"	"5"	"2019"	"2019"	"Female"	"F"	0	1967081	Unreliable
	"5 years"	"5"	"2019"	"2019"	"Male"	"M"	1	2061200	Unreliable
"Total"	"5 years"	"5"	"2019"	"2019"			1	4028281	Unreliable
"Total"	"5 years"	"5"					28	83891820	0.0
	"6 years"	"6"	"1999"	"1999"	"Female"	"F"	1	1970698	Unreliable
	"6 years"	"6"	"1999"	"1999"	"Male"	"M"	1	2071922	Unreliable
"Total"	"6 years"	"6"	"1999"	"1999"			2	4042620	Unreliable
	"6 years"	"6"	"2000"	"2000"	"Female"	"F"	2	1961488	Unreliable
	"6 years"	"6"	"2000"	"2000"	"Male"	"M"	0	2058217	Unreliable
"Total"	"6 years"	"6"	"2000"	"2000"			2	4019705	Unreliable
	"6 years"	"6"	"2001"	"2001"	"Female"	"F"	0	1937940	Unreliable
	"6 years"	"6"	"2001"	"2001"	"Male"	"M"	0	2034568	Unreliable
"Total"	"6 years"	"6"	"2001"	"2001"			0	3972508	Unreliable
	"6 years"	"6"	"2002"	"2002"	"Female"	"F"	0	1911028	Unreliable
	"6 years"	"6"	"2002"	"2002"	"Male"	"M"	0	2002026	Unreliable
"Total"	"6 years"	"6"	"2002"	"2002"			0	3913054	Unreliable
	"6 years"	"6"	"2003"	"2003"	"Female"	"F"	0	1877108	Unreliable
	"6 years"	"6"	"2003"	"2003"	"Male"	"M"	1	1960653	Unreliable
"Total"	"6 years"	"6"	"2003"	"2003"			1	3837761	Unreliable
	"6 years"	"6"	"2004"	"2004"	"Female"	"F"	0	1867533	Unreliable
	"6 years"	"6"	"2004"	"2004"	"Male"	"M"	3	1954556	Unreliable
"Total"	"6 years"	"6"	"2004"	"2004"			3	3822089	Unreliable
	"6 years"	"6"	"2005"	"2005"	"Female"	"F"	0	1871697	Unreliable
	"6 years"	"6"	"2005"	"2005"	"Male"	"M"	0	1956456	Unreliable
"Total"	"6 years"	"6"	"2005"	"2005"			0	3828153	Unreliable
	"6 years"	"6"	"2006"	"2006"	"Female"	"F"	0	1901451	Unreliable
	"6 years"	"6"	"2006"	"2006"	"Male"	"M"	1	1989878	Unreliable
"Total"	"6 years"	"6"	"2006"	"2006"			1	3891329	Unreliable
	"6 years"	"6"	"2007"	"2007"	"Female"	"F"	0	1981981	Unreliable
	"6 years"	"6"	"2007"	"2007"	"Male"	"M"	2	2064421	Unreliable
"Total"	"6 years"	"6"	"2007"	"2007"			2	4046402	Unreliable
	"6 years"	"6"	"2008"	"2008"	"Female"	"F"	1	1953618	Unreliable
	"6 years"	"6"	"2008"	"2008"	"Male"	"M"	2	2034499	Unreliable
"Total"	"6 years"	"6"	"2008"	"2008"			3	3988117	Unreliable
	"6 years"	"6"	"2009"	"2009"	"Female"	"F"	1	1966642	Unreliable
	"6 years"	"6"	"2009"	"2009"	"Male"	"M"	1	2051558	Unreliable
"Total"	"6 years"	"6"	"2009"	"2009"			2	4018200	Unreliable
	"6 years"	"6"	"2010"	"2010"	"Female"	"F"	0	1991062	Unreliable
	"6 years"	"6"	"2010"	"2010"	"Male"	"M"	1	2075319	Unreliable
"Total"	"6 years"	"6"	"2010"	"2010"			1	4066381	Unreliable
	"6 years"	"6"	"2011"	"2011"	"Female"	"F"	1	1993089	Unreliable
	"6 years"	"6"	"2011"	"2011"	"Male"	"M"	1	2081870	Unreliable
"Total"	"6 years"	"6"	"2011"	"2011"			2	4074959	Unreliable
	"6 years"	"6"	"2012"	"2012"	"Female"	"F"	1	2003493	Unreliable
	"6 years"	"6"	"2012"	"2012"	"Male"	"M"	0	2095221	Unreliable
"Total"	"6 years"	"6"	"2012"	"2012"			1	4098714	Unreliable
	"6 years"	"6"	"2013"	"2013"	"Female"	"F"	0	2025310	Unreliable
	"6 years"	"6"	"2013"	"2013"	"Male"	"M"	5	2116881	Unreliable
"Total"	"6 years"	"6"	"2013"	"2013"			5	4142191	Unreliable
	"6 years"	"6"	"2014"	"2014"	"Female"	"F"	1	2024024	Unreliable
	"6 years"	"6"	"2014"	"2014"	"Male"	"M"	0	2110328	Unreliable
"Total"	"6 years"	"6"	"2014"	"2014"			1	4134352	Unreliable
	"6 years"	"6"	"2015"	"2015"	"Female"	"F"	1	1968544	Unreliable
	"6 years"	"6"	"2015"	"2015"	"Male"	"M"	0	2050663	Unreliable
"Total"	"6 years"	"6"	"2015"	"2015"			1	4019207	Unreliable
	"6 years"	"6"	"2016"	"2016"	"Female"	"F"	1	1973241	Unreliable
	"6 years"	"6"	"2016"	"2016"	"Male"	"M"	1	2056414	Unreliable
"Total"	"6 years"	"6"	"2016"	"2016"			2	4029655	Unreliable
	"6 years"	"6"	"2017"	"2017"	"Female"	"F"	0	1976331	Unreliable
	"6 years"	"6"	"2017"	"2017"	"Male"	"M"	1	2069201	Unreliable
"Total"	"6 years"	"6"	"2017"	"2017"			1	4045532	Unreliable
	"6 years"	"6"	"2018"	"2018"	"Female"	"F"	1	1963030	Unreliable
	"6 years"	"6"	"2018"	"2018"	"Male"	"M"	0	2052229	Unreliable
"Total"	"6 years"	"6"	"2018"	"2018"			1	4015259	Unreliable
	"6 years"	"6"	"2019"	"2019"	"Female"	"F"	0	1964271	Unreliable
	"6 years"	"6"	"2019"	"2019"	"Male"	"M"	1	2052956	Unreliable
"Total"	"6 years"	"6"	"2019"	"2019"			1	4017227	Unreliable
"Total"	"6 years"	"6"					32	84023415	0.0
	"7 years"	"7"	"1999"	"1999"	"Female"	"F"	2	2034495	Unreliable
	"7 years"	"7"	"1999"	"1999"	"Male"	"M"	3	2128808	Unreliable
"Total"	"7 years"	"7"	"1999"	"1999"			5	4163303	Unreliable
	"7 years"	"7"	"2000"	"2000"	"Female"	"F"	0	2008279	Unreliable
	"7 years"	"7"	"2000"	"2000"	"Male"	"M"	1	2109868	Unreliable
"Total"	"7 years"	"7"	"2000"	"2000"			1	4118147	Unreliable
	"7 years"	"7"	"2001"	"2001"	"Female"	"F"	0	1958002	Unreliable
	"7 years"	"7"	"2001"	"2001"	"Male"	"M"	0	2054047	Unreliable
"Total"	"7 years"	"7"	"2001"	"2001"			0	4012049	Unreliable
	"7 years"	"7"	"2002"	"2002"	"Female"	"F"	0	1943048	Unreliable
	"7 years"	"7"	"2002"	"2002"	"Male"	"M"	0	2039312	Unreliable
"Total"	"7 years"	"7"	"2002"	"2002"			0	3982360	Unreliable
	"7 years"	"7"	"2003"	"2003"	"Female"	"F"	0	1916822	Unreliable
	"7 years"	"7"	"2003"	"2003"	"Male"	"M"	0	2007360	Unreliable
"Total"	"7 years"	"7"	"2003"	"2003"			0	3924182	Unreliable
	"7 years"	"7"	"2004"	"2004"	"Female"	"F"	1	1883869	Unreliable
	"7 years"	"7"	"2004"	"2004"	"Male"	"M"	0	1966777	Unreliable
"Total"	"7 years"	"7"	"2004"	"2004"			1	3850646	Unreliable
	"7 years"	"7"	"2005"	"2005"	"Female"	"F"	0	1876179	Unreliable
	"7 years"	"7"	"2005"	"2005"	"Male"	"M"	2	1962661	Unreliable
"Total"	"7 years"	"7"	"2005"	"2005"			2	3838840	Unreliable
	"7 years"	"7"	"2006"	"2006"	"Female"	"F"	0	1882266	Unreliable
	"7 years"	"7"	"2006"	"2006"	"Male"	"M"	2	1966492	Unreliable
"Total"	"7 years"	"7"	"2006"	"2006"			2	3848758	Unreliable
	"7 years"	"7"	"2007"	"2007"	"Female"	"F"	2	1913487	Unreliable
	"7 years"	"7"	"2007"	"2007"	"Male"	"M"	1	2001256	Unreliable
"Total"	"7 years"	"7"	"2007"	"2007"			3	3914743	Unreliable
	"7 years"	"7"	"2008"	"2008"	"Female"	"F"	0	1995829	Unreliable
	"7 years"	"7"	"2008"	"2008"	"Male"	"M"	3	2077462	Unreliable
"Total"	"7 years"	"7"	"2008"	"2008"			3	4073291	Unreliable
	"7 years"	"7"	"2009"	"2009"	"Female"	"F"	0	1968502	Unreliable
	"7 years"	"7"	"2009"	"2009"	"Male"	"M"	0	2048522	Unreliable
"Total"	"7 years"	"7"	"2009"	"2009"			0	4017024	Unreliable
	"7 years"	"7"	"2010"	"2010"	"Female"	"F"	0	1973503	Unreliable
	"7 years"	"7"	"2010"	"2010"	"Male"	"M"	0	2057076	Unreliable
"Total"	"7 years"	"7"	"2010"	"2010"			0	4030579	Unreliable
	"7 years"	"7"	"2011"	"2011"	"Female"	"F"	2	1998546	Unreliable
	"7 years"	"7"	"2011"	"2011"	"Male"	"M"	2	2084600	Unreliable
"Total"	"7 years"	"7"	"2011"	"2011"			4	4083146	Unreliable
	"7 years"	"7"	"2012"	"2012"	"Female"	"F"	0	1998409	Unreliable
	"7 years"	"7"	"2012"	"2012"	"Male"	"M"	2	2087555	Unreliable
"Total"	"7 years"	"7"	"2012"	"2012"			2	4085964	Unreliable
	"7 years"	"7"	"2013"	"2013"	"Female"	"F"	0	2007933	Unreliable
	"7 years"	"7"	"2013"	"2013"	"Male"	"M"	0	2100120	Unreliable
"Total"	"7 years"	"7"	"2013"	"2013"			0	4108053	Unreliable
	"7 years"	"7"	"2014"	"2014"	"Female"	"F"	0	2031760	Unreliable
	"7 years"	"7"	"2014"	"2014"	"Male"	"M"	2	2122240	Unreliable
"Total"	"7 years"	"7"	"2014"	"2014"			2	4154000	Unreliable
	"7 years"	"7"	"2015"	"2015"	"Female"	"F"	0	2031242	Unreliable
	"7 years"	"7"	"2015"	"2015"	"Male"	"M"	2	2117118	Unreliable
"Total"	"7 years"	"7"	"2015"	"2015"			2	4148360	Unreliable
	"7 years"	"7"	"2016"	"2016"	"Female"	"F"	0	1974326	Unreliable
	"7 years"	"7"	"2016"	"2016"	"Male"	"M"	1	2055665	Unreliable
"Total"	"7 years"	"7"	"2016"	"2016"			1	4029991	Unreliable
	"7 years"	"7"	"2017"	"2017"	"Female"	"F"	2	1979376	Unreliable
	"7 years"	"7"	"2017"	"2017"	"Male"	"M"	0	2063003	Unreliable
"Total"	"7 years"	"7"	"2017"	"2017"			2	4042379	Unreliable
	"7 years"	"7"	"2018"	"2018"	"Female"	"F"	2	1983207	Unreliable
	"7 years"	"7"	"2018"	"2018"	"Male"	"M"	2	2076156	Unreliable
"Total"	"7 years"	"7"	"2018"	"2018"			4	4059363	Unreliable
	"7 years"	"7"	"2019"	"2019"	"Female"	"F"	0	1966584	Unreliable
	"7 years"	"7"	"2019"	"2019"	"Male"	"M"	1	2055735	Unreliable
"Total"	"7 years"	"7"	"2019"	"2019"			1	4022319	Unreliable
"Total"	"7 years"	"7"					35	84507497	0.0
	"8 years"	"8"	"1999"	"1999"	"Female"	"F"	0	2034953	Unreliable
	"8 years"	"8"	"1999"	"1999"	"Male"	"M"	0	2135753	Unreliable
"Total"	"8 years"	"8"	"1999"	"1999"			0	4170706	Unreliable
	"8 years"	"8"	"2000"	"2000"	"Female"	"F"	0	2041401	Unreliable
	"8 years"	"8"	"2000"	"2000"	"Male"	"M"	1	2137829	Unreliable
"Total"	"8 years"	"8"	"2000"	"2000"			1	4179230	Unreliable
	"8 years"	"8"	"2001"	"2001"	"Female"	"F"	0	1998184	Unreliable
	"8 years"	"8"	"2001"	"2001"	"Male"	"M"	4	2101358	Unreliable
"Total"	"8 years"	"8"	"2001"	"2001"			4	4099542	Unreliable
	"8 years"	"8"	"2002"	"2002"	"Female"	"F"	2	1962016	Unreliable
	"8 years"	"8"	"2002"	"2002"	"Male"	"M"	2	2058954	Unreliable
"Total"	"8 years"	"8"	"2002"	"2002"			4	4020970	Unreliable
	"8 years"	"8"	"2003"	"2003"	"Female"	"F"	0	1946758	Unreliable
	"8 years"	"8"	"2003"	"2003"	"Male"	"M"	1	2044317	Unreliable
"Total"	"8 years"	"8"	"2003"	"2003"			1	3991075	Unreliable
	"8 years"	"8"	"2004"	"2004"	"Female"	"F"	0	1920442	Unreliable
	"8 years"	"8"	"2004"	"2004"	"Male"	"M"	3	2012719	Unreliable
"Total"	"8 years"	"8"	"2004"	"2004"			3	3933161	Unreliable
	"8 years"	"8"	"2005"	"2005"	"Female"	"F"	0	1888355	Unreliable
	"8 years"	"8"	"2005"	"2005"	"Male"	"M"	1	1973522	Unreliable
"Total"	"8 years"	"8"	"2005"	"2005"			1	3861877	Unreliable
	"8 years"	"8"	"2006"	"2006"	"Female"	"F"	1	1881597	Unreliable
	"8 years"	"8"	"2006"	"2006"	"Male"	"M"	2	1970668	Unreliable
"Total"	"8 years"	"8"	"2006"	"2006"			3	3852265	Unreliable
	"8 years"	"8"	"2007"	"2007"	"Female"	"F"	1	1887870	Unreliable
	"8 years"	"8"	"2007"	"2007"	"Male"	"M"	0	1975219	Unreliable
"Total"	"8 years"	"8"	"2007"	"2007"			1	3863089	Unreliable
	"8 years"	"8"	"2008"	"2008"	"Female"	"F"	1	1919626	Unreliable
	"8 years"	"8"	"2008"	"2008"	"Male"	"M"	3	2010918	Unreliable
"Total"	"8 years"	"8"	"2008"	"2008"			4	3930544	Unreliable
	"8 years"	"8"	"2009"	"2009"	"Female"	"F"	1	2002104	Unreliable
	"8 years"	"8"	"2009"	"2009"	"Male"	"M"	2	2087842	Unreliable
"Total"	"8 years"	"8"	"2009"	"2009"			3	4089946	Unreliable
	"8 years"	"8"	"2010"	"2010"	"Female"	"F"	0	1981033	Unreliable
	"8 years"	"8"	"2010"	"2010"	"Male"	"M"	1	2065453	Unreliable
"Total"	"8 years"	"8"	"2010"	"2010"			1	4046486	Unreliable
	"8 years"	"8"	"2011"	"2011"	"Female"	"F"	0	1984554	Unreliable
	"8 years"	"8"	"2011"	"2011"	"Male"	"M"	4	2068403	Unreliable
"Total"	"8 years"	"8"	"2011"	"2011"			4	4052957	Unreliable
	"8 years"	"8"	"2012"	"2012"	"Female"	"F"	0	2003830	Unreliable
	"8 years"	"8"	"2012"	"2012"	"Male"	"M"	1	2090344	Unreliable
"Total"	"8 years"	"8"	"2012"	"2012"			1	4094174	Unreliable
	"8 years"	"8"	"2013"	"2013"	"Female"	"F"	1	2002750	Unreliable
	"8 years"	"8"	"2013"	"2013"	"Male"	"M"	2	2092455	Unreliable
"Total"	"8 years"	"8"	"2013"	"2013"			3	4095205	Unreliable
	"8 years"	"8"	"2014"	"2014"	"Female"	"F"	1	2014402	Unreliable
	"8 years"	"8"	"2014"	"2014"	"Male"	"M"	0	2105122	Unreliable
"Total"	"8 years"	"8"	"2014"	"2014"			1	4119524	Unreliable
	"8 years"	"8"	"2015"	"2015"	"Female"	"F"	0	2039062	Unreliable
	"8 years"	"8"	"2015"	"2015"	"Male"	"M"	2	2128825	Unreliable
"Total"	"8 years"	"8"	"2015"	"2015"			2	4167887	Unreliable
	"8 years"	"8"	"2016"	"2016"	"Female"	"F"	1	2037098	Unreliable
	"8 years"	"8"	"2016"	"2016"	"Male"	"M"	0	2122016	Unreliable
"Total"	"8 years"	"8"	"2016"	"2016"			1	4159114	Unreliable
	"8 years"	"8"	"2017"	"2017"	"Female"	"F"	1	1980666	Unreliable
	"8 years"	"8"	"2017"	"2017"	"Male"	"M"	2	2062172	Unreliable
"Total"	"8 years"	"8"	"2017"	"2017"			3	4042838	Unreliable
	"8 years"	"8"	"2018"	"2018"	"Female"	"F"	1	1986003	Unreliable
	"8 years"	"8"	"2018"	"2018"	"Male"	"M"	2	2069621	Unreliable
"Total"	"8 years"	"8"	"2018"	"2018"			3	4055624	Unreliable
	"8 years"	"8"	"2019"	"2019"	"Female"	"F"	0	1986471	Unreliable
	"8 years"	"8"	"2019"	"2019"	"Male"	"M"	3	2079723	Unreliable
"Total"	"8 years"	"8"	"2019"	"2019"			3	4066194	Unreliable
"Total"	"8 years"	"8"					47	84892408	0.1
	"9 years"	"9"	"1999"	"1999"	"Female"	"F"	1	2061580	Unreliable
	"9 years"	"9"	"1999"	"1999"	"Male"	"M"	2	2168489	Unreliable
"Total"	"9 years"	"9"	"1999"	"1999"			3	4230069	Unreliable
	"9 years"	"9"	"2000"	"2000"	"Female"	"F"	3	2081029	Unreliable
	"9 years"	"9"	"2000"	"2000"	"Male"	"M"	6	2186291	Unreliable
"Total"	"9 years"	"9"	"2000"	"2000"			9	4267320	Unreliable
	"9 years"	"9"	"2001"	"2001"	"Female"	"F"	0	2040960	Unreliable
	"9 years"	"9"	"2001"	"2001"	"Male"	"M"	6	2138270	Unreliable
"Total"	"9 years"	"9"	"2001"	"2001"			6	4179230	Unreliable
	"9 years"	"9"	"2002"	"2002"	"Female"	"F"	0	2007242	Unreliable
	"9 years"	"9"	"2002"	"2002"	"Male"	"M"	1	2111604	Unreliable
"Total"	"9 years"	"9"	"2002"	"2002"			1	4118846	Unreliable
	"9 years"	"9"	"2003"	"2003"	"Female"	"F"	0	1972876	Unreliable
	"9 years"	"9"	"2003"	"2003"	"Male"	"M"	5	2071389	Unreliable
"Total"	"9 years"	"9"	"2003"	"2003"			5	4044265	Unreliable
	"9 years"	"9"	"2004"	"2004"	"Female"	"F"	1	1959620	Unreliable
	"9 years"	"9"	"2004"	"2004"	"Male"	"M"	1	2059114	Unreliable
"Total"	"9 years"	"9"	"2004"	"2004"			2	4018734	Unreliable
	"9 years"	"9"	"2005"	"2005"	"Female"	"F"	0	1936186	Unreliable
	"9 years"	"9"	"2005"	"2005"	"Male"	"M"	1	2030883	Unreliable
"Total"	"9 years"	"9"	"2005"	"2005"			1	3967069	Unreliable
	"9 years"	"9"	"2006"	"2006"	"Female"	"F"	1	1906898	Unreliable
	"9 years"	"9"	"2006"	"2006"	"Male"	"M"	0	1994856	Unreliable
"Total"	"9 years"	"9"	"2006"	"2006"			1	3901754	Unreliable
	"9 years"	"9"	"2007"	"2007"	"Female"	"F"	0	1902338	Unreliable
	"9 years"	"9"	"2007"	"2007"	"Male"	"M"	3	1994550	Unreliable
"Total"	"9 years"	"9"	"2007"	"2007"			3	3896888	Unreliable
	"9 years"	"9"	"2008"	"2008"	"Female"	"F"	1	1911282	Unreliable
	"9 years"	"9"	"2008"	"2008"	"Male"	"M"	3	2002071	Unreliable
"Total"	"9 years"	"9"	"2008"	"2008"			4	3913353	Unreliable
	"9 years"	"9"	"2009"	"2009"	"Female"	"F"	2	1945940	Unreliable
	"9 years"	"9"	"2009"	"2009"	"Male"	"M"	3	2041124	Unreliable
"Total"	"9 years"	"9"	"2009"	"2009"			5	3987064	Unreliable
	"9 years"	"9"	"2010"	"2010"	"Female"	"F"	1	2028657	Unreliable
	"9 years"	"9"	"2010"	"2010"	"Male"	"M"	7	2119696	Unreliable
"Total"	"9 years"	"9"	"2010"	"2010"			8	4148353	Unreliable
	"9 years"	"9"	"2011"	"2011"	"Female"	"F"	0	1975558	Unreliable
	"9 years"	"9"	"2011"	"2011"	"Male"	"M"	3	2059427	Unreliable
"Total"	"9 years"	"9"	"2011"	"2011"			3	4034985	Unreliable
	"9 years"	"9"	"2012"	"2012"	"Female"	"F"	3	1989902	Unreliable
	"9 years"	"9"	"2012"	"2012"	"Male"	"M"	4	2074035	Unreliable
"Total"	"9 years"	"9"	"2012"	"2012"			7	4063937	Unreliable
	"9 years"	"9"	"2013"	"2013"	"Female"	"F"	2	2008054	Unreliable
	"9 years"	"9"	"2013"	"2013"	"Male"	"M"	6	2095281	Unreliable
"Total"	"9 years"	"9"	"2013"	"2013"			8	4103335	Unreliable
	"9 years"	"9"	"2014"	"2014"	"Female"	"F"	1	2009560	Unreliable
	"9 years"	"9"	"2014"	"2014"	"Male"	"M"	2	2097272	Unreliable
"Total"	"9 years"	"9"	"2014"	"2014"			3	4106832	Unreliable
	"9 years"	"9"	"2015"	"2015"	"Female"	"F"	1	2021886	Unreliable
	"9 years"	"9"	"2015"	"2015"	"Male"	"M"	4	2111678	Unreliable
"Total"	"9 years"	"9"	"2015"	"2015"			5	4133564	Unreliable
	"9 years"	"9"	"2016"	"2016"	"Female"	"F"	1	2044830	Unreliable
	"9 years"	"9"	"2016"	"2016"	"Male"	"M"	7	2133694	Unreliable
"Total"	"9 years"	"9"	"2016"	"2016"			8	4178524	Unreliable
	"9 years"	"9"	"2017"	"2017"	"Female"	"F"	2	2043456	Unreliable
	"9 years"	"9"	"2017"	"2017"	"Male"	"M"	3	2128715	Unreliable
"Total"	"9 years"	"9"	"2017"	"2017"			5	4172171	Unreliable
	"9 years"	"9"	"2018"	"2018"	"Female"	"F"	5	1986805	Unreliable
	"9 years"	"9"	"2018"	"2018"	"Male"	"M"	5	2068473	Unreliable
"Total"	"9 years"	"9"	"2018"	"2018"			10	4055278	Unreliable
	"9 years"	"9"	"2019"	"2019"	"Female"	"F"	4	1988726	Unreliable
	"9 years"	"9"	"2019"	"2019"	"Male"	"M"	6	2073148	Unreliable
"Total"	"9 years"	"9"	"2019"	"2019"			10	4061874	Unreliable
"Total"	"9 years"	"9"					107	85583445	0.1
	"10 years"	"10"	"1999"	"1999"	"Female"	"F"	0	2021562	Unreliable
	"10 years"	"10"	"1999"	"1999"	"Male"	"M"	8	2127091	Unreliable
"Total"	"10 years"	"10"	"1999"	"1999"			8	4148653	Unreliable
	"10 years"	"10"	"2000"	"2000"	"Female"	"F"	1	2082812	Unreliable
	"10 years"	"10"	"2000"	"2000"	"Male"	"M"	13	2191244	Unreliable
"Total"	"10 years"	"10"	"2000"	"2000"			14	4274056	Unreliable
	"10 years"	"10"	"2001"	"2001"	"Female"	"F"	0	2087011	Unreliable
	"10 years"	"10"	"2001"	"2001"	"Male"	"M"	3	2190238	Unreliable
"Total"	"10 years"	"10"	"2001"	"2001"			3	4277249	Unreliable
	"10 years"	"10"	"2002"	"2002"	"Female"	"F"	1	2072652	Unreliable
	"10 years"	"10"	"2002"	"2002"	"Male"	"M"	16	2171164	Unreliable
"Total"	"10 years"	"10"	"2002"	"2002"			17	4243816	Unreliable
	"10 years"	"10"	"2003"	"2003"	"Female"	"F"	0	2049649	Unreliable
	"10 years"	"10"	"2003"	"2003"	"Male"	"M"	10	2155393	Unreliable
"Total"	"10 years"	"10"	"2003"	"2003"			10	4205042	Unreliable
	"10 years"	"10"	"2004"	"2004"	"Female"	"F"	2	2026099	Unreliable
	"10 years"	"10"	"2004"	"2004"	"Male"	"M"	10	2125852	Unreliable
"Total"	"10 years"	"10"	"2004"	"2004"			12	4151951	Unreliable
	"10 years"	"10"	"2005"	"2005"	"Female"	"F"	2	2024518	Unreliable
	"10 years"	"10"	"2005"	"2005"	"Male"	"M"	8	2125604	Unreliable
"Total"	"10 years"	"10"	"2005"	"2005"			10	4150122	Unreliable
	"10 years"	"10"	"2006"	"2006"	"Female"	"F"	1	2012412	Unreliable
	"10 years"	"10"	"2006"	"2006"	"Male"	"M"	3	2108693	Unreliable
"Total"	"10 years"	"10"	"2006"	"2006"			4	4121105	Unreliable
	"10 years"	"10"	"2007"	"2007"	"Female"	"F"	1	1992946	Unreliable
	"10 years"	"10"	"2007"	"2007"	"Male"	"M"	12	2082772	Unreliable
"Total"	"10 years"	"10"	"2007"	"2007"			13	4075718	Unreliable
	"10 years"	"10"	"2008"	"2008"	"Female"	"F"	1	1999441	Unreliable
	"10 years"	"10"	"2008"	"2008"	"Male"	"M"	2	2094239	Unreliable
"Total"	"10 years"	"10"	"2008"	"2008"			3	4093680	Unreliable
	"10 years"	"10"	"2009"	"2009"	"Female"	"F"	2	2019572	Unreliable
	"10 years"	"10"	"2009"	"2009"	"Male"	"M"	10	2113518	Unreliable
"Total"	"10 years"	"10"	"2009"	"2009"			12	4133090	Unreliable
	"10 years"	"10"	"2010"	"2010"	"Female"	"F"	3	2036545	Unreliable
	"10 years"	"10"	"2010"	"2010"	"Male"	"M"	5	2135996	Unreliable
"Total"	"10 years"	"10"	"2010"	"2010"			8	4172541	Unreliable
	"10 years"	"10"	"2011"	"2011"	"Female"	"F"	2	2022470	Unreliable
	"10 years"	"10"	"2011"	"2011"	"Male"	"M"	10	2111674	Unreliable
"Total"	"10 years"	"10"	"2011"	"2011"			12	4134144	Unreliable
	"10 years"	"10"	"2012"	"2012"	"Female"	"F"	1	1980794	Unreliable
	"10 years"	"10"	"2012"	"2012"	"Male"	"M"	9	2064925	Unreliable
"Total"	"10 years"	"10"	"2012"	"2012"			10	4045719	Unreliable
	"10 years"	"10"	"2013"	"2013"	"Female"	"F"	3	1994285	Unreliable
	"10 years"	"10"	"2013"	"2013"	"Male"	"M"	5	2078973	Unreliable
"Total"	"10 years"	"10"	"2013"	"2013"			8	4073258	Unreliable
	"10 years"	"10"	"2014"	"2014"	"Female"	"F"	0	2015380	Unreliable
	"10 years"	"10"	"2014"	"2014"	"Male"	"M"	11	2099874	Unreliable
"Total"	"10 years"	"10"	"2014"	"2014"			11	4115254	Unreliable
	"10 years"	"10"	"2015"	"2015"	"Female"	"F"	4	2017346	Unreliable
